k,ct,n,h,td,b
1,ELECTRICITY,GERMANY,23,5,0.18040135102297702
1,ELECTRICITY,GERMANY,23,6,0.18287696013487026
1,ELECTRICITY,GERMANY,23,7,0.18618319210216455
1,ELECTRICITY,GERMANY,23,8,0.18664642359718953
1,ELECTRICITY,GERMANY,23,9,0.18159812918393956
1,ELECTRICITY,GERMANY,23,10,0.18041333694878345
1,ELECTRICITY,GERMANY,23,11,0.18468362338160768
1,ELECTRICITY,GERMANY,23,12,0.17374108037537794
1,ELECTRICITY,GERMANY,24,1,0.1738394623064694
1,ELECTRICITY,GERMANY,24,2,0.1728720984509274
1,ELECTRICITY,GERMANY,24,3,0.1778142486192315
1,ELECTRICITY,GERMANY,24,4,0.18295054074072747
1,ELECTRICITY,GERMANY,24,5,0.1837689323257265
1,ELECTRICITY,GERMANY,24,6,0.18518493874889613
1,ELECTRICITY,GERMANY,24,7,0.1887773721795515
1,ELECTRICITY,GERMANY,24,8,0.18975188225309392
1,ELECTRICITY,GERMANY,24,9,0.1841201086385098
1,ELECTRICITY,GERMANY,24,10,0.1837873265620962
1,ELECTRICITY,GERMANY,24,11,0.1869740541569447
1,ELECTRICITY,GERMANY,24,12,0.17841882502901654
1,HEAT_HIGH_T,GERMANY,1,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,1,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,2,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,3,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,4,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,5,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,6,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,7,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,8,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,9,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,10,11,0.4859307535192673
