k,ct,n,h,td,D
3,HEAT_LOW_T_DECEN,GERMANY,20,7,0.560890888502918
3,HEAT_LOW_T_DECEN,GERMANY,20,8,0.6133328861422491
3,HEAT_LOW_T_DECEN,GERMANY,20,9,0.5605933754909689
3,HEAT_LOW_T_DECEN,GERMANY,20,10,1.2054699752837905
3,HEAT_LOW_T_DECEN,GERMANY,20,11,2.1942234216379504
3,HEAT_LOW_T_DECEN,GERMANY,20,12,2.243876582352165
3,HEAT_LOW_T_DECEN,GERMANY,21,1,2.2095865857691095
3,HEAT_LOW_T_DECEN,GERMANY,21,2,2.7745267221919647
3,HEAT_LOW_T_DECEN,GERMANY,21,3,1.9837445510801217
3,HEAT_LOW_T_DECEN,GERMANY,21,4,1.3707166728750835
3,HEAT_LOW_T_DECEN,GERMANY,21,5,0.6234399870622731
3,HEAT_LOW_T_DECEN,GERMANY,21,6,1.365921245074972
3,HEAT_LOW_T_DECEN,GERMANY,21,7,0.5608380590895816
3,HEAT_LOW_T_DECEN,GERMANY,21,8,0.6043833981565747
3,HEAT_LOW_T_DECEN,GERMANY,21,9,0.5605905949955297
3,HEAT_LOW_T_DECEN,GERMANY,21,10,1.0960611870943957
3,HEAT_LOW_T_DECEN,GERMANY,21,11,2.0471852618435165
3,HEAT_LOW_T_DECEN,GERMANY,21,12,2.0848220481030637
3,HEAT_LOW_T_DECEN,GERMANY,22,1,1.9298242566991632
3,HEAT_LOW_T_DECEN,GERMANY,22,2,2.3989188616830717
3,HEAT_LOW_T_DECEN,GERMANY,22,3,1.7422965223249705
3,HEAT_LOW_T_DECEN,GERMANY,22,4,1.1971766842216667
3,HEAT_LOW_T_DECEN,GERMANY,22,5,0.6099749744839933
3,HEAT_LOW_T_DECEN,GERMANY,22,6,1.1934091129021027
3,HEAT_LOW_T_DECEN,GERMANY,22,7,0.560782449180806
3,HEAT_LOW_T_DECEN,GERMANY,22,8,0.5950001528824487
3,HEAT_LOW_T_DECEN,GERMANY,22,9,0.5605887413319035
3,HEAT_LOW_T_DECEN,GERMANY,22,10,0.9813555550940976
3,HEAT_LOW_T_DECEN,GERMANY,22,11,1.7955624734459974
3,HEAT_LOW_T_DECEN,GERMANY,22,12,1.8262257771450479
3,HEAT_LOW_T_DECEN,GERMANY,23,1,1.6365181343468365
3,HEAT_LOW_T_DECEN,GERMANY,23,2,2.0051284146680928
3,HEAT_LOW_T_DECEN,GERMANY,23,3,1.4891611444087545
3,HEAT_LOW_T_DECEN,GERMANY,23,4,1.1222636492778015
3,HEAT_LOW_T_DECEN,GERMANY,23,5,0.6041618853532853
3,HEAT_LOW_T_DECEN,GERMANY,23,6,1.1189391035648129
3,HEAT_LOW_T_DECEN,GERMANY,23,7,0.5607583515536696
3,HEAT_LOW_T_DECEN,GERMANY,23,8,0.5909498978599341
3,HEAT_LOW_T_DECEN,GERMANY,23,9,0.5605878145000904
3,HEAT_LOW_T_DECEN,GERMANY,23,10,0.9318395654882003
3,HEAT_LOW_T_DECEN,GERMANY,23,11,1.5318417493942817
3,HEAT_LOW_T_DECEN,GERMANY,23,12,1.5551117157215728
3,HEAT_LOW_T_DECEN,GERMANY,24,1,1.509903640382177
3,HEAT_LOW_T_DECEN,GERMANY,24,2,1.8351363381945731
3,HEAT_LOW_T_DECEN,GERMANY,24,3,1.390834484206593
3,HEAT_LOW_T_DECEN,GERMANY,24,4,1.1461527392561273
3,HEAT_LOW_T_DECEN,GERMANY,24,5,0.6060155489791494
3,HEAT_LOW_T_DECEN,GERMANY,24,6,1.142687315107576
3,HEAT_LOW_T_DECEN,GERMANY,24,7,0.5607666930399855
3,HEAT_LOW_T_DECEN,GERMANY,24,8,0.5922409745753505
3,HEAT_LOW_T_DECEN,GERMANY,24,9,0.5605878145000904
3,HEAT_LOW_T_DECEN,GERMANY,24,10,0.9476299990851231
3,HEAT_LOW_T_DECEN,GERMANY,24,11,1.411222003595661
3,HEAT_LOW_T_DECEN,GERMANY,24,12,1.4380769553753723
3,HEAT_LOW_T_DHN,GERMANY,1,1,0.9104819878537747
3,HEAT_LOW_T_DHN,GERMANY,1,2,1.1096152453804144
3,HEAT_LOW_T_DHN,GERMANY,1,3,0.8308753883395248
3,HEAT_LOW_T_DHN,GERMANY,1,4,0.6779753262722288
3,HEAT_LOW_T_DHN,GERMANY,1,5,0.35628948140337435
3,HEAT_LOW_T_DHN,GERMANY,1,6,0.6759112276899799
3,HEAT_LOW_T_DHN,GERMANY,1,7,0.3293402575878357
3,HEAT_LOW_T_DHN,GERMANY,1,8,0.34808588706448695
3,HEAT_LOW_T_DHN,GERMANY,1,9,0.32923411327783114
3,HEAT_LOW_T_DHN,GERMANY,1,10,0.5597419958525176
3,HEAT_LOW_T_DHN,GERMANY,1,11,0.8453420412984904
3,HEAT_LOW_T_DHN,GERMANY,1,12,0.866503950734689
3,HEAT_LOW_T_DHN,GERMANY,2,1,0.9186583657029175
3,HEAT_LOW_T_DHN,GERMANY,2,2,1.1205932886838887
3,HEAT_LOW_T_DHN,GERMANY,2,3,0.837932079800563
3,HEAT_LOW_T_DHN,GERMANY,2,4,0.7130415959892638
3,HEAT_LOW_T_DHN,GERMANY,2,5,0.35901004171826933
3,HEAT_LOW_T_DHN,GERMANY,2,6,0.7107701077551631
3,HEAT_LOW_T_DHN,GERMANY,2,7,0.3293516885135297
3,HEAT_LOW_T_DHN,GERMANY,2,8,0.3499817877401128
3,HEAT_LOW_T_DHN,GERMANY,2,9,0.3292346576076248
3,HEAT_LOW_T_DHN,GERMANY,2,10,0.5829201028490125
3,HEAT_LOW_T_DHN,GERMANY,2,11,0.8602169416036318
3,HEAT_LOW_T_DHN,GERMANY,2,12,0.8740619699368288
3,HEAT_LOW_T_DHN,GERMANY,3,1,0.9779255381010614
3,HEAT_LOW_T_DHN,GERMANY,3,2,1.2001650510912647
3,HEAT_LOW_T_DHN,GERMANY,3,3,0.889082206297207
3,HEAT_LOW_T_DHN,GERMANY,3,4,0.8286752073085495
3,HEAT_LOW_T_DHN,GERMANY,3,5,0.3679827740573458
3,HEAT_LOW_T_DHN,GERMANY,3,6,0.8257189521924637
3,HEAT_LOW_T_DHN,GERMANY,3,7,0.3293887029395819
3,HEAT_LOW_T_DHN,GERMANY,3,8,0.35623395976429606
3,HEAT_LOW_T_DHN,GERMANY,3,9,0.3292362905970112
3,HEAT_LOW_T_DHN,GERMANY,3,10,0.659351082339839
3,HEAT_LOW_T_DHN,GERMANY,3,11,0.9245153542960054
3,HEAT_LOW_T_DHN,GERMANY,3,12,0.9288449534846137
3,HEAT_LOW_T_DHN,GERMANY,4,1,1.1733622519905538
3,HEAT_LOW_T_DHN,GERMANY,4,2,1.4625570514020296
3,HEAT_LOW_T_DHN,GERMANY,4,3,1.0577525911822505
3,HEAT_LOW_T_DHN,GERMANY,4,4,1.032120101140567
3,HEAT_LOW_T_DHN,GERMANY,4,5,0.3837683381093484
3,HEAT_LOW_T_DHN,GERMANY,4,6,1.0279603328479645
3,HEAT_LOW_T_DHN,GERMANY,4,7,0.3294534781851741
3,HEAT_LOW_T_DHN,GERMANY,4,8,0.3672343205893629
3,HEAT_LOW_T_DHN,GERMANY,4,9,0.32923901224598495
3,HEAT_LOW_T_DHN,GERMANY,4,10,0.7938234035307019
3,HEAT_LOW_T_DHN,GERMANY,4,11,1.1019570694960095
3,HEAT_LOW_T_DHN,GERMANY,4,12,1.1094944041659467
3,HEAT_LOW_T_DHN,GERMANY,5,1,1.5172132061076056
3,HEAT_LOW_T_DHN,GERMANY,5,2,1.9242091380816362
3,HEAT_LOW_T_DHN,GERMANY,5,3,1.3545108530938137
3,HEAT_LOW_T_DHN,GERMANY,5,4,1.083790062591337
3,HEAT_LOW_T_DHN,GERMANY,5,5,0.387777327048763
3,HEAT_LOW_T_DHN,GERMANY,5,6,1.0793243809540023
3,HEAT_LOW_T_DHN,GERMANY,5,7,0.32946980807902193
3,HEAT_LOW_T_DHN,GERMANY,5,8,0.37002782109677135
3,HEAT_LOW_T_DHN,GERMANY,5,9,0.32923955657577864
3,HEAT_LOW_T_DHN,GERMANY,5,10,0.8279762878519037
3,HEAT_LOW_T_DHN,GERMANY,5,11,1.3721950394704123
3,HEAT_LOW_T_DHN,GERMANY,5,12,1.4273296600656948
3,HEAT_LOW_T_DHN,GERMANY,6,1,1.6045427567518473
3,HEAT_LOW_T_DHN,GERMANY,6,2,2.0414572315725863
3,HEAT_LOW_T_DHN,GERMANY,6,3,1.4298803894845875
3,HEAT_LOW_T_DHN,GERMANY,6,4,1.045592807894053
3,HEAT_LOW_T_DHN,GERMANY,6,5,0.38481345131554967
3,HEAT_LOW_T_DHN,GERMANY,6,6,1.0413530231216015
3,HEAT_LOW_T_DHN,GERMANY,6,7,0.32945783282353247
3,HEAT_LOW_T_DHN,GERMANY,6,8,0.36796263385493333
3,HEAT_LOW_T_DHN,GERMANY,6,9,0.32923901224598495
3,HEAT_LOW_T_DHN,GERMANY,6,10,0.8027286389752106
3,HEAT_LOW_T_DHN,GERMANY,6,11,1.444770531023984
3,HEAT_LOW_T_DHN,GERMANY,6,12,1.5080515913296964
3,HEAT_LOW_T_DHN,GERMANY,7,1,1.539983065757923
3,HEAT_LOW_T_DHN,GERMANY,7,2,1.9547797880226199
3,HEAT_LOW_T_DHN,GERMANY,7,3,1.3741627916789625
3,HEAT_LOW_T_DHN,GERMANY,7,4,1.0131491191288262
3,HEAT_LOW_T_DHN,GERMANY,7,5,0.3822964703439471
3,HEAT_LOW_T_DHN,GERMANY,7,6,1.0091014827739748
3,HEAT_LOW_T_DHN,GERMANY,7,7,0.32944749055743117
3,HEAT_LOW_T_DHN,GERMANY,7,8,0.3662082589259814
3,HEAT_LOW_T_DHN,GERMANY,7,9,0.32923901224598495
3,HEAT_LOW_T_DHN,GERMANY,7,10,0.7812842223754615
3,HEAT_LOW_T_DHN,GERMANY,7,11,1.3821241592591207
3,HEAT_LOW_T_DHN,GERMANY,7,12,1.448376715915174
3,HEAT_LOW_T_DHN,GERMANY,8,1,1.4851494595392154
3,HEAT_LOW_T_DHN,GERMANY,8,2,1.8811608162522333
3,HEAT_LOW_T_DHN,GERMANY,8,3,1.3268387593106468
3,HEAT_LOW_T_DHN,GERMANY,8,4,0.979830692383203
3,HEAT_LOW_T_DHN,GERMANY,8,5,0.3797109038181894
3,HEAT_LOW_T_DHN,GERMANY,8,6,0.9759806477438957
3,HEAT_LOW_T_DHN,GERMANY,8,7,0.3294366039615326
3,HEAT_LOW_T_DHN,GERMANY,8,8,0.3644070716346697
3,HEAT_LOW_T_DHN,GERMANY,8,9,0.3292384679161895
3,HEAT_LOW_T_DHN,GERMANY,8,10,0.7592617275335343
3,HEAT_LOW_T_DHN,GERMANY,8,11,1.332926543736768
3,HEAT_LOW_T_DHN,GERMANY,8,12,1.3976919913931667
3,HEAT_LOW_T_DHN,GERMANY,9,1,1.4288369092677726
3,HEAT_LOW_T_DHN,GERMANY,9,2,1.8055555850602616
3,HEAT_LOW_T_DHN,GERMANY,9,3,1.2782382735732938
3,HEAT_LOW_T_DHN,GERMANY,9,4,0.9470380882194434
3,HEAT_LOW_T_DHN,GERMANY,9,5,0.37716670635684224
3,HEAT_LOW_T_DHN,GERMANY,9,6,0.9433818249871244
3,HEAT_LOW_T_DHN,GERMANY,9,7,0.32942626169542955
3,HEAT_LOW_T_DHN,GERMANY,9,8,0.3626336451628944
3,HEAT_LOW_T_DHN,GERMANY,9,9,0.3292379235863958
3,HEAT_LOW_T_DHN,GERMANY,9,10,0.7375865151007481
3,HEAT_LOW_T_DHN,GERMANY,9,11,1.2872159048805258
3,HEAT_LOW_T_DHN,GERMANY,9,12,1.345639910426378
3,HEAT_LOW_T_DHN,GERMANY,10,1,1.3734127052215968
3,HEAT_LOW_T_DHN,GERMANY,10,2,1.7311435247787088
3,HEAT_LOW_T_DHN,GERMANY,10,3,1.2304047485169534
3,HEAT_LOW_T_DHN,GERMANY,10,4,0.9239095152342855
3,HEAT_LOW_T_DHN,GERMANY,10,5,0.37537205102306714
3,HEAT_LOW_T_DHN,GERMANY,10,6,0.9203898787804867
3,HEAT_LOW_T_DHN,GERMANY,10,7,0.329418641078302
3,HEAT_LOW_T_DHN,GERMANY,10,8,0.36138331962401793
3,HEAT_LOW_T_DHN,GERMANY,10,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,10,10,0.7222984684812772
3,HEAT_LOW_T_DHN,GERMANY,10,11,1.2434904367862742
3,HEAT_LOW_T_DHN,GERMANY,10,12,1.2944092231200912
3,HEAT_LOW_T_DHN,GERMANY,11,1,1.3343216610010913
3,HEAT_LOW_T_DHN,GERMANY,11,2,1.67865979028457
3,HEAT_LOW_T_DHN,GERMANY,11,3,1.1966677321590602
3,HEAT_LOW_T_DHN,GERMANY,11,4,0.9106746806011685
3,HEAT_LOW_T_DHN,GERMANY,11,5,0.3743449007000965
3,HEAT_LOW_T_DHN,GERMANY,11,6,0.9072334276378307
3,HEAT_LOW_T_DHN,GERMANY,11,7,0.3294148307697373
3,HEAT_LOW_T_DHN,GERMANY,11,8,0.36066752594372886
3,HEAT_LOW_T_DHN,GERMANY,11,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,11,10,0.713551088677292
3,HEAT_LOW_T_DHN,GERMANY,11,11,1.2069033096222945
3,HEAT_LOW_T_DHN,GERMANY,11,12,1.2582755226752553
3,HEAT_LOW_T_DHN,GERMANY,12,1,1.3119535167394005
3,HEAT_LOW_T_DHN,GERMANY,12,2,1.6486285711703275
3,HEAT_LOW_T_DHN,GERMANY,12,3,1.1773630759830453
3,HEAT_LOW_T_DHN,GERMANY,12,4,0.8992677054193159
3,HEAT_LOW_T_DHN,GERMANY,12,5,0.37345982045359527
3,HEAT_LOW_T_DHN,GERMANY,12,6,0.895893949350544
3,HEAT_LOW_T_DHN,GERMANY,12,7,0.32941102046117265
3,HEAT_LOW_T_DHN,GERMANY,12,8,0.3600508002861105
3,HEAT_LOW_T_DHN,GERMANY,12,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,12,10,0.7060110323583793
3,HEAT_LOW_T_DHN,GERMANY,12,11,1.1823094008292756
3,HEAT_LOW_T_DHN,GERMANY,12,12,1.2376002440757006
3,HEAT_LOW_T_DHN,GERMANY,13,1,1.2926733554041618
3,HEAT_LOW_T_DHN,GERMANY,13,2,1.6227435121038098
3,HEAT_LOW_T_DHN,GERMANY,13,3,1.160723458482849
3,HEAT_LOW_T_DHN,GERMANY,13,4,0.8986101550270789
3,HEAT_LOW_T_DHN,GERMANY,13,5,0.373409197782669
3,HEAT_LOW_T_DHN,GERMANY,13,6,0.8952402092668734
3,HEAT_LOW_T_DHN,GERMANY,13,7,0.3294104761313772
3,HEAT_LOW_T_DHN,GERMANY,13,8,0.3600154188494429
3,HEAT_LOW_T_DHN,GERMANY,13,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,13,10,0.7055766571820534
3,HEAT_LOW_T_DHN,GERMANY,13,11,1.170775596805207
3,HEAT_LOW_T_DHN,GERMANY,13,12,1.219778886590781
3,HEAT_LOW_T_DHN,GERMANY,14,1,1.291562378292781
3,HEAT_LOW_T_DHN,GERMANY,14,2,1.6212515041359978
3,HEAT_LOW_T_DHN,GERMANY,14,3,1.1597643493842433
3,HEAT_LOW_T_DHN,GERMANY,14,4,0.9053342609834374
3,HEAT_LOW_T_DHN,GERMANY,14,5,0.3739306657261814
3,HEAT_LOW_T_DHN,GERMANY,14,6,0.9019245791482042
3,HEAT_LOW_T_DHN,GERMANY,14,7,0.32941265345055726
3,HEAT_LOW_T_DHN,GERMANY,14,8,0.3603790311524335
3,HEAT_LOW_T_DHN,GERMANY,14,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,14,10,0.7100211099573848
3,HEAT_LOW_T_DHN,GERMANY,14,11,1.1709824421272685
3,HEAT_LOW_T_DHN,GERMANY,14,12,1.2187517362678122
3,HEAT_LOW_T_DHN,GERMANY,15,1,1.3029268957506304
3,HEAT_LOW_T_DHN,GERMANY,15,2,1.6365096126167415
3,HEAT_LOW_T_DHN,GERMANY,15,3,1.1695726279584875
3,HEAT_LOW_T_DHN,GERMANY,15,4,0.9268935311699096
3,HEAT_LOW_T_DHN,GERMANY,15,5,0.3756033911858978
3,HEAT_LOW_T_DHN,GERMANY,15,6,0.9233564761626702
3,HEAT_LOW_T_DHN,GERMANY,15,7,0.32941972973789113
3,HEAT_LOW_T_DHN,GERMANY,15,8,0.3615444412433071
3,HEAT_LOW_T_DHN,GERMANY,15,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,15,10,0.7242711196579847
3,HEAT_LOW_T_DHN,GERMANY,15,11,1.1841884272812528
3,HEAT_LOW_T_DHN,GERMANY,15,12,1.2292562126497302
3,HEAT_LOW_T_DHN,GERMANY,16,1,1.339365420880604
3,HEAT_LOW_T_DHN,GERMANY,16,2,1.6854317972628792
3,HEAT_LOW_T_DHN,GERMANY,16,3,1.201020737528843
3,HEAT_LOW_T_DHN,GERMANY,16,4,0.9482029539805232
3,HEAT_LOW_T_DHN,GERMANY,16,5,0.37725706510279444
3,HEAT_LOW_T_DHN,GERMANY,16,6,0.9445396144608722
3,HEAT_LOW_T_DHN,GERMANY,16,7,0.32942680602522323
3,HEAT_LOW_T_DHN,GERMANY,16,8,0.3626967874191038
3,HEAT_LOW_T_DHN,GERMANY,16,9,0.3292379235863958
3,HEAT_LOW_T_DHN,GERMANY,16,10,0.7383561974307291
3,HEAT_LOW_T_DHN,GERMANY,16,11,1.2211810801424363
3,HEAT_LOW_T_DHN,GERMANY,16,12,1.262938251698344
3,HEAT_LOW_T_DHN,GERMANY,17,1,1.3753815460897343
3,HEAT_LOW_T_DHN,GERMANY,17,2,1.7337867902627266
3,HEAT_LOW_T_DHN,GERMANY,17,3,1.2321041461366278
3,HEAT_LOW_T_DHN,GERMANY,17,4,0.9673688060588361
3,HEAT_LOW_T_DHN,GERMANY,17,5,0.37874417410245087
3,HEAT_LOW_T_DHN,GERMANY,17,6,0.9635922459418431
3,HEAT_LOW_T_DHN,GERMANY,17,7,0.32943279365296796
3,HEAT_LOW_T_DHN,GERMANY,17,8,0.3637331913485866
3,HEAT_LOW_T_DHN,GERMANY,17,9,0.3292379235863958
3,HEAT_LOW_T_DHN,GERMANY,17,10,0.7510243847473603
3,HEAT_LOW_T_DHN,GERMANY,17,11,1.2572755888420346
3,HEAT_LOW_T_DHN,GERMANY,17,12,1.2962289176244255
3,HEAT_LOW_T_DHN,GERMANY,18,1,1.407774612184042
3,HEAT_LOW_T_DHN,GERMANY,18,2,1.777277652215382
3,HEAT_LOW_T_DHN,GERMANY,18,3,1.2600609244025165
3,HEAT_LOW_T_DHN,GERMANY,18,4,0.9757776127304005
3,HEAT_LOW_T_DHN,GERMANY,18,5,0.3793968255265341
3,HEAT_LOW_T_DHN,GERMANY,18,6,0.971950974272275
3,HEAT_LOW_T_DHN,GERMANY,18,7,0.3294355153019417
3,HEAT_LOW_T_DHN,GERMANY,18,8,0.3641877067273267
3,HEAT_LOW_T_DHN,GERMANY,18,9,0.3292384679161895
3,HEAT_LOW_T_DHN,GERMANY,18,10,0.7565825362830481
3,HEAT_LOW_T_DHN,GERMANY,18,11,1.2840021817714558
3,HEAT_LOW_T_DHN,GERMANY,18,12,1.3261708666523049
3,HEAT_LOW_T_DHN,GERMANY,19,1,1.4219859744691945
3,HEAT_LOW_T_DHN,GERMANY,19,2,1.7963575001861045
3,HEAT_LOW_T_DHN,GERMANY,19,3,1.2723257633411293
3,HEAT_LOW_T_DHN,GERMANY,19,4,0.9620311080900805
3,HEAT_LOW_T_DHN,GERMANY,19,5,0.37832993912853574
3,HEAT_LOW_T_DHN,GERMANY,19,6,0.9582861191011887
3,HEAT_LOW_T_DHN,GERMANY,19,7,0.32943116066358336
3,HEAT_LOW_T_DHN,GERMANY,19,8,0.3634446965572913
3,HEAT_LOW_T_DHN,GERMANY,19,9,0.3292379235863958
3,HEAT_LOW_T_DHN,GERMANY,19,10,0.7474965833466349
3,HEAT_LOW_T_DHN,GERMANY,19,11,1.3013390857389169
3,HEAT_LOW_T_DHN,GERMANY,19,12,1.339307177592552
3,HEAT_LOW_T_DHN,GERMANY,20,1,1.398752890163422
3,HEAT_LOW_T_DHN,GERMANY,20,2,1.7651652256193415
3,HEAT_LOW_T_DHN,GERMANY,20,3,1.2522748310163152
3,HEAT_LOW_T_DHN,GERMANY,20,4,0.9022381131100659
3,HEAT_LOW_T_DHN,GERMANY,20,5,0.3736906162866305
3,HEAT_LOW_T_DHN,GERMANY,20,6,0.8988463941580669
3,HEAT_LOW_T_DHN,GERMANY,20,7,0.3294121091207618
3,HEAT_LOW_T_DHN,GERMANY,20,8,0.36021137757560595
3,HEAT_LOW_T_DHN,GERMANY,20,9,0.32923737925660035
3,HEAT_LOW_T_DHN,GERMANY,20,10,0.7079744299285728
3,HEAT_LOW_T_DHN,GERMANY,20,11,1.2886708984222892
3,HEAT_LOW_T_DHN,GERMANY,20,12,1.3178322785242855
3,HEAT_LOW_T_DHN,GERMANY,21,1,1.2976937091024894
3,HEAT_LOW_T_DHN,GERMANY,21,2,1.6294839479540144
3,HEAT_LOW_T_DHN,GERMANY,21,3,1.16505632365023
3,HEAT_LOW_T_DHN,GERMANY,21,4,0.8050240777202902
3,HEAT_LOW_T_DHN,GERMANY,21,5,0.36614729398895385
3,HEAT_LOW_T_DHN,GERMANY,21,6,0.8022077153614973
3,HEAT_LOW_T_DHN,GERMANY,21,7,0.32938108232245256
3,HEAT_LOW_T_DHN,GERMANY,21,8,0.3549553290760823
3,HEAT_LOW_T_DHN,GERMANY,21,9,0.32923574626721575
3,HEAT_LOW_T_DHN,GERMANY,21,10,0.6437184749602025
3,HEAT_LOW_T_DHN,GERMANY,21,11,1.2023151537811074
3,HEAT_LOW_T_DHN,GERMANY,21,12,1.224419298092272
3,HEAT_LOW_T_DHN,GERMANY,22,1,1.1333888491725261
3,HEAT_LOW_T_DHN,GERMANY,22,2,1.408888855274192
3,HEAT_LOW_T_DHN,GERMANY,22,3,1.0232535131114915
3,HEAT_LOW_T_DHN,GERMANY,22,4,0.7031037669238387
3,HEAT_LOW_T_DHN,GERMANY,22,5,0.3582392707286939
3,HEAT_LOW_T_DHN,GERMANY,22,6,0.7008910663075802
3,HEAT_LOW_T_DHN,GERMANY,22,7,0.3293484225347587
3,HEAT_LOW_T_DHN,GERMANY,22,8,0.34944453423254984
3,HEAT_LOW_T_DHN,GERMANY,22,9,0.3292346576076248
3,HEAT_LOW_T_DHN,GERMANY,22,10,0.5763516752139957
3,HEAT_LOW_T_DHN,GERMANY,22,11,1.0545366907539986
3,HEAT_LOW_T_DHN,GERMANY,22,12,1.072545297688361
3,HEAT_LOW_T_DHN,GERMANY,23,1,0.9611296979497297
3,HEAT_LOW_T_DHN,GERMANY,23,2,1.1776151006780857
3,HEAT_LOW_T_DHN,GERMANY,23,3,0.8745867038591086
3,HEAT_LOW_T_DHN,GERMANY,23,4,0.6591072225917252
3,HEAT_LOW_T_DHN,GERMANY,23,5,0.3548252342551024
3,HEAT_LOW_T_DHN,GERMANY,23,6,0.6571547116174301
3,HEAT_LOW_T_DHN,GERMANY,23,7,0.32933426996009274
3,HEAT_LOW_T_DHN,GERMANY,23,8,0.3470658130288502
3,HEAT_LOW_T_DHN,GERMANY,23,9,0.32923411327783114
3,HEAT_LOW_T_DHN,GERMANY,23,10,0.5472708559216404
3,HEAT_LOW_T_DHN,GERMANY,23,11,0.8996530909141001
3,HEAT_LOW_T_DHN,GERMANY,23,12,0.913319579074571
3,HEAT_LOW_T_DHN,GERMANY,24,1,0.8867688046688968
3,HEAT_LOW_T_DHN,GERMANY,24,2,1.0777784843364984
3,HEAT_LOW_T_DHN,GERMANY,24,3,0.816839300248315
3,HEAT_LOW_T_DHN,GERMANY,24,4,0.6731373230551867
3,HEAT_LOW_T_DHN,GERMANY,24,5,0.355913893844896
3,HEAT_LOW_T_DHN,GERMANY,24,6,0.671102073952067
3,HEAT_LOW_T_DHN,GERMANY,24,7,0.32933916892824655
3,HEAT_LOW_T_DHN,GERMANY,24,8,0.3478240644331425
3,HEAT_LOW_T_DHN,GERMANY,24,9,0.32923411327783114
3,HEAT_LOW_T_DHN,GERMANY,24,10,0.5565446026372936
3,HEAT_LOW_T_DHN,GERMANY,24,11,0.8288129227466605
3,HEAT_LOW_T_DHN,GERMANY,24,12,0.844584878553789
4,ELECTRICITY,GERMANY,1,1,2.4248889254948693
4,ELECTRICITY,GERMANY,1,2,2.4109698621766
4,ELECTRICITY,GERMANY,1,3,2.407741259095303
4,ELECTRICITY,GERMANY,1,4,2.3033040264551943
4,ELECTRICITY,GERMANY,1,5,2.2795929352858053
4,ELECTRICITY,GERMANY,1,6,2.226016712392507
4,ELECTRICITY,GERMANY,1,7,2.2429519415776866
4,ELECTRICITY,GERMANY,1,8,2.240663815747631
4,ELECTRICITY,GERMANY,1,9,2.2889468113822176
4,ELECTRICITY,GERMANY,1,10,2.3008410825007886
4,ELECTRICITY,GERMANY,1,11,2.286441822562452
4,ELECTRICITY,GERMANY,1,12,2.3387633381582376
4,ELECTRICITY,GERMANY,2,1,2.404820247397339
4,ELECTRICITY,GERMANY,2,2,2.3860239796985496
4,ELECTRICITY,GERMANY,2,3,2.3919810732522393
4,ELECTRICITY,GERMANY,2,4,2.3064463269181346
4,ELECTRICITY,GERMANY,2,5,2.2814982315524333
4,ELECTRICITY,GERMANY,2,6,2.2393604249217987
4,ELECTRICITY,GERMANY,2,7,2.245151551901756
4,ELECTRICITY,GERMANY,2,8,2.2421663664619516
4,ELECTRICITY,GERMANY,2,9,2.2900753840837
4,ELECTRICITY,GERMANY,2,10,2.3068534982457294
4,ELECTRICITY,GERMANY,2,11,2.268670121845581
4,ELECTRICITY,GERMANY,2,12,2.3258135196306426
4,ELECTRICITY,GERMANY,3,1,2.4045458493287413
4,ELECTRICITY,GERMANY,3,2,2.3744041066485693
4,ELECTRICITY,GERMANY,3,3,2.39759516922021
4,ELECTRICITY,GERMANY,3,4,2.3254085611906916
4,ELECTRICITY,GERMANY,3,5,2.3071765798426327
4,ELECTRICITY,GERMANY,3,6,2.2576676444499597
4,ELECTRICITY,GERMANY,3,7,2.268654631632039
4,ELECTRICITY,GERMANY,3,8,2.253109095891034
4,ELECTRICITY,GERMANY,3,9,2.3040453438179327
4,ELECTRICITY,GERMANY,3,10,2.3309009483378986
4,ELECTRICITY,GERMANY,3,11,2.262345688941984
4,ELECTRICITY,GERMANY,3,12,2.3306929368988065
4,ELECTRICITY,GERMANY,4,1,2.4125719928351685
4,ELECTRICITY,GERMANY,4,2,2.3758225676321985
4,ELECTRICITY,GERMANY,4,3,2.405674422030245
4,ELECTRICITY,GERMANY,4,4,2.3807993519569663
4,ELECTRICITY,GERMANY,4,5,2.3666346581095468
4,ELECTRICITY,GERMANY,4,6,2.3149548799322517
4,ELECTRICITY,GERMANY,4,7,2.318734492038402
4,ELECTRICITY,GERMANY,4,8,2.3240078033082696
4,ELECTRICITY,GERMANY,4,9,2.377814166517169
4,ELECTRICITY,GERMANY,4,10,2.380516102337779
4,ELECTRICITY,GERMANY,4,11,2.256222628814534
4,ELECTRICITY,GERMANY,4,12,2.3502283090727047
4,ELECTRICITY,GERMANY,5,1,2.4550350939503573
4,ELECTRICITY,GERMANY,5,2,2.411396949493053
4,ELECTRICITY,GERMANY,5,3,2.4598768921284773
4,ELECTRICITY,GERMANY,5,4,2.5106715152457753
4,ELECTRICITY,GERMANY,5,5,2.4826209513948214
4,ELECTRICITY,GERMANY,5,6,2.4406048535849294
4,ELECTRICITY,GERMANY,5,7,2.4391443477359616
4,ELECTRICITY,GERMANY,5,8,2.4507354532464802
