k,ct,n,h,td,D
5,ELECTRICITY,GERMANY,14,12,2.699590159698616
5,ELECTRICITY,GERMANY,15,1,2.7540603892025217
5,ELECTRICITY,GERMANY,15,2,2.6641883830744746
5,ELECTRICITY,GERMANY,15,3,2.6057703620030424
5,ELECTRICITY,GERMANY,15,4,2.6065006149275263
5,ELECTRICITY,GERMANY,15,5,2.61416827063465
5,ELECTRICITY,GERMANY,15,6,2.5905899527242866
5,ELECTRICITY,GERMANY,15,7,2.5878858040160253
5,ELECTRICITY,GERMANY,15,8,2.5532651767323244
5,ELECTRICITY,GERMANY,15,9,2.664774798301721
5,ELECTRICITY,GERMANY,15,10,2.619187099824785
5,ELECTRICITY,GERMANY,15,11,2.4359356606435085
5,ELECTRICITY,GERMANY,15,12,2.69078729262705
5,ELECTRICITY,GERMANY,16,1,2.750710077300454
5,ELECTRICITY,GERMANY,16,2,2.6560294663090644
5,ELECTRICITY,GERMANY,16,3,2.607777451101555
5,ELECTRICITY,GERMANY,16,4,2.599859739089979
5,ELECTRICITY,GERMANY,16,5,2.602858201855696
5,ELECTRICITY,GERMANY,16,6,2.5787333006957596
5,ELECTRICITY,GERMANY,16,7,2.581262631279671
5,ELECTRICITY,GERMANY,16,8,2.5473788955834067
5,ELECTRICITY,GERMANY,16,9,2.657970168778064
5,ELECTRICITY,GERMANY,16,10,2.626943271037902
5,ELECTRICITY,GERMANY,16,11,2.444705334400325
5,ELECTRICITY,GERMANY,16,12,2.69067222246926
5,ELECTRICITY,GERMANY,17,1,2.788964266105424
5,ELECTRICITY,GERMANY,17,2,2.7100062218670047
5,ELECTRICITY,GERMANY,17,3,2.6524932718444063
5,ELECTRICITY,GERMANY,17,4,2.5986205220060015
5,ELECTRICITY,GERMANY,17,5,2.580742602681937
5,ELECTRICITY,GERMANY,17,6,2.5753320923777636
5,ELECTRICITY,GERMANY,17,7,2.566491606216161
5,ELECTRICITY,GERMANY,17,8,2.551461673297595
5,ELECTRICITY,GERMANY,17,9,2.6426525604650095
5,ELECTRICITY,GERMANY,17,10,2.629541201138963
5,ELECTRICITY,GERMANY,17,11,2.5159182718638533
5,ELECTRICITY,GERMANY,17,12,2.726275371869548
5,ELECTRICITY,GERMANY,18,1,2.7741246415247502
5,ELECTRICITY,GERMANY,18,2,2.721993434266878
5,ELECTRICITY,GERMANY,18,3,2.719315840210399
5,ELECTRICITY,GERMANY,18,4,2.605487112383855
5,ELECTRICITY,GERMANY,18,5,2.5691337940702113
5,ELECTRICITY,GERMANY,18,6,2.56983085367996
5,ELECTRICITY,GERMANY,18,7,2.553847166184255
5,ELECTRICITY,GERMANY,18,8,2.5385848800624586
5,ELECTRICITY,GERMANY,18,9,2.622150156388088
5,ELECTRICITY,GERMANY,18,10,2.6530155133298052
5,ELECTRICITY,GERMANY,18,11,2.509337143992852
5,ELECTRICITY,GERMANY,18,12,2.734283812274768
5,ELECTRICITY,GERMANY,19,1,2.7417124761157083
5,ELECTRICITY,GERMANY,19,2,2.7041464953698977
5,ELECTRICITY,GERMANY,19,3,2.704394338786699
5,ELECTRICITY,GERMANY,19,4,2.6001341371585767
5,ELECTRICITY,GERMANY,19,5,2.5424640721128355
5,ELECTRICITY,GERMANY,19,6,2.541204939040014
5,ELECTRICITY,GERMANY,19,7,2.5190472950009024
5,ELECTRICITY,GERMANY,19,8,2.497920856606683
5,ELECTRICITY,GERMANY,19,9,2.604194785996256
5,ELECTRICITY,GERMANY,19,10,2.602433327426894
5,ELECTRICITY,GERMANY,19,11,2.474236320089105
5,ELECTRICITY,GERMANY,19,12,2.6941575205179618
5,ELECTRICITY,GERMANY,20,1,2.6755272193928903
5,ELECTRICITY,GERMANY,20,2,2.649426209561568
5,ELECTRICITY,GERMANY,20,3,2.642340543306375
5,ELECTRICITY,GERMANY,20,4,2.552539349583128
5,ELECTRICITY,GERMANY,20,5,2.5310942553673073
5,ELECTRICITY,GERMANY,20,6,2.509872662804142
5,ELECTRICITY,GERMANY,20,7,2.4966727879721162
5,ELECTRICITY,GERMANY,20,8,2.469319283730883
5,ELECTRICITY,GERMANY,20,9,2.5600078454017563
5,ELECTRICITY,GERMANY,20,10,2.529892657373381
5,ELECTRICITY,GERMANY,20,11,2.40054052268232
5,ELECTRICITY,GERMANY,20,12,2.638111715007284
5,ELECTRICITY,GERMANY,21,1,2.6137942926218187
5,ELECTRICITY,GERMANY,21,2,2.593692421209539
5,ELECTRICITY,GERMANY,21,3,2.582647898948551
5,ELECTRICITY,GERMANY,21,4,2.494966651593984
5,ELECTRICITY,GERMANY,21,5,2.47683425019018
5,ELECTRICITY,GERMANY,21,6,2.46009375511818
5,ELECTRICITY,GERMANY,21,7,2.4227601275756143
5,ELECTRICITY,GERMANY,21,8,2.4025409731178797
5,ELECTRICITY,GERMANY,21,9,2.478653243838451
5,ELECTRICITY,GERMANY,21,10,2.481125039343439
5,ELECTRICITY,GERMANY,21,11,2.364463815324939
5,ELECTRICITY,GERMANY,21,12,2.5673192261972417
5,ELECTRICITY,GERMANY,22,1,2.571229398674731
5,ELECTRICITY,GERMANY,22,2,2.5695343267348676
5,ELECTRICITY,GERMANY,22,3,2.5440551383331638
5,ELECTRICITY,GERMANY,22,4,2.42160942599763
5,ELECTRICITY,GERMANY,22,5,2.407356216644203
5,ELECTRICITY,GERMANY,22,6,2.3907484948312288
5,ELECTRICITY,GERMANY,22,7,2.3387876799223903
5,ELECTRICITY,GERMANY,22,8,2.3287013380138433
5,ELECTRICITY,GERMANY,22,9,2.401883745485847
5,ELECTRICITY,GERMANY,22,10,2.4094673114622793
5,ELECTRICITY,GERMANY,22,11,2.354775793193383
5,ELECTRICITY,GERMANY,22,12,2.518213036356869
5,ELECTRICITY,GERMANY,23,1,2.5032561287307544
5,ELECTRICITY,GERMANY,23,2,2.5139156085406285
5,ELECTRICITY,GERMANY,23,3,2.4689984150216304
5,ELECTRICITY,GERMANY,23,4,2.3681150799473727
5,ELECTRICITY,GERMANY,23,5,2.3649108186302357
5,ELECTRICITY,GERMANY,23,6,2.332896972998171
5,ELECTRICITY,GERMANY,23,7,2.2914695033031762
5,ELECTRICITY,GERMANY,23,8,2.285782382042754
5,ELECTRICITY,GERMANY,23,9,2.349325450911522
5,ELECTRICITY,GERMANY,23,10,2.3647537036070645
5,ELECTRICITY,GERMANY,23,11,2.310075462664088
5,ELECTRICITY,GERMANY,23,12,2.4555683998739966
5,ELECTRICITY,GERMANY,24,1,2.454178706429815
5,ELECTRICITY,GERMANY,24,2,2.467911887185508
5,ELECTRICITY,GERMANY,24,3,2.3993190086995355
5,ELECTRICITY,GERMANY,24,4,2.3319587086345877
5,ELECTRICITY,GERMANY,24,5,2.321573626893297
5,ELECTRICITY,GERMANY,24,6,2.303821842165277
5,ELECTRICITY,GERMANY,24,7,2.2599801120441754
5,ELECTRICITY,GERMANY,24,8,2.2483735163201004
5,ELECTRICITY,GERMANY,24,9,2.3171456387057248
5,ELECTRICITY,GERMANY,24,10,2.3213412736900523
5,ELECTRICITY,GERMANY,24,11,2.281777055396333
5,ELECTRICITY,GERMANY,24,12,2.3911888594735586
5,HEAT_HIGH_T,GERMANY,1,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,1,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,2,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,3,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,4,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,5,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,6,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,7,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,8,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,9,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,10,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,11,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,12,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,13,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,14,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,15,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,16,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,17,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,18,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,19,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,20,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,21,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,22,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,23,12,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,1,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,2,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,3,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,4,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,5,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,6,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,7,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,8,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,9,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,10,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,11,0.8869863013698662
5,HEAT_HIGH_T,GERMANY,24,12,0.8869863013698662
5,HEAT_LOW_T_DECEN,GERMANY,1,1,1.550280141480762
5,HEAT_LOW_T_DECEN,GERMANY,1,2,1.8893448772693588
5,HEAT_LOW_T_DECEN,GERMANY,1,3,1.414733769334866
5,HEAT_LOW_T_DECEN,GERMANY,1,4,1.1543904204094773
5,HEAT_LOW_T_DECEN,GERMANY,1,5,0.6066550629300771
5,HEAT_LOW_T_DECEN,GERMANY,1,6,1.1508758741748366
5,HEAT_LOW_T_DECEN,GERMANY,1,7,0.5607685467036152
5,HEAT_LOW_T_DECEN,GERMANY,1,8,0.5926867806773757
5,HEAT_LOW_T_DECEN,GERMANY,1,9,0.5605878145000922
5,HEAT_LOW_T_DECEN,GERMANY,1,10,0.9530742091542912
5,HEAT_LOW_T_DECEN,GERMANY,1,11,1.4393661784271714
5,HEAT_LOW_T_DECEN,GERMANY,1,12,1.4753986188185308
5,HEAT_LOW_T_DECEN,GERMANY,2,1,1.5642020821428133
5,HEAT_LOW_T_DECEN,GERMANY,2,2,1.9080372212725791
5,HEAT_LOW_T_DECEN,GERMANY,2,3,1.4267492169577238
5,HEAT_LOW_T_DECEN,GERMANY,2,4,1.214097852630374
5,HEAT_LOW_T_DECEN,GERMANY,2,5,0.6112873683311122
5,HEAT_LOW_T_DECEN,GERMANY,2,6,1.2102301834750122
5,HEAT_LOW_T_DECEN,GERMANY,2,7,0.560788010171688
5,HEAT_LOW_T_DECEN,GERMANY,2,8,0.5959149358818188
5,HEAT_LOW_T_DECEN,GERMANY,2,9,0.5605887413319088
5,HEAT_LOW_T_DECEN,GERMANY,2,10,0.9925396345807549
5,HEAT_LOW_T_DECEN,GERMANY,2,11,1.4646937113791623
5,HEAT_LOW_T_DECEN,GERMANY,2,12,1.4882676785410993
